pib,municipio,cod_mun,ano
47043,Porto Alegre do Tocantins,1718006,2021
3649421,Porto Nacional,1718204,2021
93139,Praia Norte,1718303,2021
65165,Presidente Kennedy,1718402,2021
82663,Pugmil,1718451,2021
91480,Recursolândia,1718501,2021
68536,Riachinho,1718550,2021
29142,Rio da Conceição,1718659,2021
85928,Rio dos Bois,1718709,2021
111443,Rio Sono,1718758,2021
145863,Sampaio,1718808,2021
116736,Sandolândia,1718840,2021
175927,Santa Fé do Araguaia,1718865,2021
139630,Santa Maria do Tocantins,1718881,2021
180273,Santa Rita do Tocantins,1718899,2021
307685,Santa Rosa do Tocantins,1718907,2021
48098,Santa Tereza do Tocantins,1719004,2021
41931,Santa Terezinha do Tocantins,1720002,2021
73590,São Bento do Tocantins,1720101,2021
36541,São Félix do Tocantins,1720150,2021
255814,São Miguel do Tocantins,1720200,2021
49467,São Salvador do Tocantins,1720259,2021
61804,São Sebastião do Tocantins,1720309,2021
156734,São Valério,1720499,2021
240329,Silvanópolis,1720655,2021
132862,Sítio Novo do Tocantins,1720804,2021
532374,Sucupira,1720853,2021
318253,Taguatinga,1720903,2021
35246,Taipas do Tocantins,1720937,2021
146708,Talismã,1720978,2021
10333419,Palmas,1721000,2021
191373,Tocantínia,1721109,2021
372642,Tocantinópolis,1721208,2021
118839,Tupirama,1721257,2021
38619,Tupiratins,1721307,2021
183424,Wanderlândia,1722081,2021
471020,Xambioá,1722107,2021
3828780,Açailândia,2100055,2021
85068,Afonso Cunha,2100105,2021
101672,Água Doce do Maranhão,2100154,2021
148797,Alcântara,2100204,2021
249450,Aldeias Altas,2100303,2021
71526,Altamira do Maranhão,2100402,2021
303156,Alto Alegre do Maranhão,2100436,2021
251786,Alto Alegre do Pindaré,2100477,2021
578991,Alto Parnaíba,2100501,2021
70213,Amapá do Maranhão,2100550,2021
388693,Amarante do Maranhão,2100600,2021
207643,Anajatuba,2100709,2021
149133,Anapurus,2100808,2021
133979,Apicum,2100832,2021
101754,Araguanã,2100873,2021
282823,Araioses,2100907,2021
290362,Arame,2100956,2021
313303,Arari,2101004,2021
97443,Axixá,2101103,2021
1514711,Bacabal,2101202,2021
599322,Bacabeira,2101251,2021
122906,Bacuri,2101301,2021
39600,Bacurituba,2101350,2021
6307610,Balsas,2101400,2021
268565,Barão de Grajaú,2101509,2021
889327,Barra do Corda,2101608,2021
635796,Barreirinhas,2101707,2021
60734,Belágua,2101731,2021
107575,Bela Vista do Maranhão,2101772,2021
73162,Benedito Leite,2101806,2021
138140,Bequimão,2101905,2021
105126,Bernardo do Mearim,2101939,2021
67554,Boa Vista do Gurupi,2101970,2021
411430,Bom Jardim,2102002,2021
375736,Bom Jesus das Selvas,2102036,2021
117983,Bom Lugar,2102077,2021
328697,Brejo,2102101,2021
71082,Brejo de Areia,2102150,2021
277995,Buriti,2102200,2021
238710,Buriti Bravo,2102309,2021
748132,Buriticupu,2102325,2021
122497,Buritirana,2102358,2021
60992,Cachoeira Grande,2102374,2021
70673,Cajapió,2102408,2021
128111,Cajari,2102507,2021
214038,Campestre do Maranhão,2102556,2021
146821,Cândido Mendes,2102606,2021
153436,Cantanhede,2102705,2021
284011,Capinzal do Norte,2102754,2021
525940,Carolina,2102804,2021
202040,Carutapera,2102903,2021
2112941,Caxias,2103000,2021
78602,Cedral,2103109,2021
58363,Central do Maranhão,2103125,2021
103761,Centro do Guilherme,2103158,2021
200805,Centro Novo do Maranhão,2103174,2021
894509,Chapadinha,2103208,2021
183588,Cidelândia,2103257,2021
1648786,Codó,2103307,2021
462763,Coelho Neto,2103406,2021
553253,Colinas,2103505,2021
147232,Conceição do Lago,2103554,2021
533670,Coroatá,2103604,2021
264588,Cururupu,2103703,2021
190230,Davinópolis,2103752,2021
262586,Dom Pedro,2103802,2021
86926,Duque Bacelar,2103901,2021
159009,Esperantinópolis,2104008,2021
1138794,Estreito,2104057,2021
118019,Feira Nova do Maranhão,2104073,2021
100433,Fernando Falcão,2104081,2021
202181,Formosa da Serra Negra,2104099,2021
346720,Fortaleza dos Nogueiras,2104107,2021
143321,Fortuna,2104206,2021
2658714,Godofredo Viana,2104305,2021
150088,Gonçalves Dias,2104404,2021
91925,Governador Archer,2104503,2021
375030,Governador Edison Lobão,2104552,2021
118448,Governador Eugênio Barros,2104602,2021
71094,Governador Luiz Rocha,2104628,2021
84191,Governador Newton Bello,2104651,2021
258016,Governador Nunes Freire,2104677,2021
54166,Graça Aranha,2104701,2021
1149837,Grajaú,2104800,2021
93414,Guimarães,2104909,2021
184411,Humberto de Campos,2105005,2021
178973,Icatu,2105104,2021
370692,Igarapé do Meio,2105153,2021
117754,Igarapé Grande,2105203,2021
7693511,Imperatriz,2105302,2021
107310,Itaipava do Grajaú,2105351,2021
772940,Itapecuru Mirim,2105401,2021
489270,Itinga do Maranhão,2105427,2021
75706,Jatobá,2105450,2021
125762,Jenipapo dos Vieiras,2105476,2021
270665,João Lisboa,2105500,2021
116564,Joselândia,2105609,2021
61714,Junco do Maranhão,2105658,2021
550477,Lago da Pedra,2105708,2021
86662,Lago do Junco,2105807,2021
135765,Lago Verde,2105906,2021
97026,Lagoa do Mato,2105922,2021
83998,Lago dos Rodrigues,2105948,2021
102454,Lagoa Grande do Maranhão,2105963,2021
101485,Lajeado Novo,2105989,2021
274574,Lima Campos,2106003,2021
413287,Loreto,2106102,2021
57351,Luís Domingues,2106201,2021
140989,Magalhães de Almeida,2106300,2021
207076,Maracaçumé,2106326,2021
90824,Marajá do Sena,2106359,2021
120934,Maranhãozinho,2106375,2021
179239,Mata Roma,2106409,2021
196785,Matinha,2106508,2021
256405,Matões,2106607,2021
99343,Matões do Norte,2106631,2021
64355,Milagres do Maranhão,2106672,2021
277841,Mirador,2106706,2021
788634,Miranda do Norte,2106755,2021
112073,Mirinzal,2106805,2021
257693,Monção,2106904,2021
86501,Montes Altos,2107001,2021
149936,Morros,2107100,2021
88539,Nina Rodrigues,2107209,2021
86441,Nova Colinas,2107258,2021
50977,Nova Iorque,2107308,2021
183185,Nova Olinda do Maranhão,2107357,2021
188405,Olho d'Água das Cunhãs,2107407,2021
107307,Olinda Nova do Maranhão,2107456,2021
1240527,Paço do Lumiar,2107506,2021
139135,Palmeirândia,2107605,2021
183383,Paraibano,2107704,2021
323004,Parnarama,2107803,2021
200120,Passagem Franca,2107902,2021
309545,Pastos Bons,2108009,2021
118360,Paulino Neves,2108058,2021
194181,Paulo Ramos,2108108,2021
787721,Pedreiras,2108207,2021
157904,Pedro do Rosário,2108256,2021
253791,Penalva,2108306,2021
95959,Peri Mirim,2108405,2021
230472,Peritoró,2108454,2021
296247,Pindaré,2108504,2021
1040054,Pinheiro,2108603,2021
191368,Pio XII,2108702,2021
130801,Pirapemas,2108801,2021
163110,Poção de Pedras,2108900,2021
1026129,Porto Franco,2109007,2021
45867,Porto Rico do Maranhão,2109056,2021
755768,Presidente Dutra,2109106,2021
84499,Presidente Juscelino,2109205,2021
60695,Presidente Médici,2109239,2021
165015,Presidente Sarney,2109270,2021
76191,Presidente Vargas,2109304,2021
89108,Primeira Cruz,2109403,2021
286199,Raposa,2109452,2021
673241,Riachão,2109502,2021
124208,Ribamar Fiquene,2109551,2021
443240,Rosário,2109601,2021
474716,Sambaíba,2109700,2021
60216,Santa Filomena do Maranhão,2109759,2021
358032,Santa Helena,2109809,2021
1466090,Santa Inês,2109908,2021
743553,Santa Luzia,2110005,2021
253366,Santa Luzia do Paruá,2110039,2021
218496,Santa Quitéria do Maranhão,2110104,2021
354687,Santa Rita,2110203,2021
74107,Santana do Maranhão,2110237,2021
95956,Santo Amaro do Maranhão,2110278,2021
